,Test Errors,Test Error Rate,Test False Positives,Train Accuracy,Train Size,Test Size,Test Accuracy,Test False Negatives
400431,83,10.8638743455,39,0.916481069042,1796,764,89.1361256545,44
400345,123,24.0704500978,92,0.813232830821,1194,511,75.9295499022,31
400344,125,13.1856540084,73,0.8800180424,2217,948,86.8143459916,52
400347,183,21.3785046729,25,0.818639798489,1985,856,78.6214953271,158
400346,135,20.059435364,49,0.817602040816,1568,673,79.940564636,86
400341,61,13.9269406393,8,0.8828125,1024,438,86.0730593607,53
400340,123,12.4117053481,38,0.879826464208,2305,991,87.5882946519,85
400439,143,15.5943293348,60,0.867281105991,2170,917,84.4056706652,83
400342,65,12.8458498024,10,0.910397295013,1183,506,87.1541501976,55
400310,168,18.2807399347,68,0.813606710158,2146,919,81.7192600653,100
412331,25,15.1515151515,2,0.88409703504,371,165,84.8484848485,23
412239,19,6.81003584229,9,0.928134556575,654,279,93.1899641577,10
412231,47,16.4335664336,37,0.818045112782,665,286,83.5664335664,10
412236,14,4.94699646643,6,0.945904173107,647,283,95.0530035336,8
400165,213,21.7791411043,172,0.792725679229,2282,978,78.2208588957,41
400008,201,22.1122112211,101,0.819114219114,2145,909,77.8877887789,100
400009,77,14.2592592593,34,0.862014274385,1261,540,85.7407407407,43
400160,174,20.8133971292,88,0.820803295572,1942,836,79.1866028708,86
400163,180,22.3880597015,33,0.797340425532,1880,804,77.6119402985,147
400162,56,12.8146453089,12,0.869223205506,1017,437,87.1853546911,44
412427,2,2.43902439024,2,0.968253968254,189,82,97.5609756098,0
400003,181,19.6739130435,59,0.843663274746,2162,920,80.3260869565,122
412424,9,11.1111111111,9,0.89010989011,182,81,88.8888888889,0
400006,66,15.313225058,31,0.849056603774,1007,431,84.686774942,35
412422,6,7.31707317073,6,0.952631578947,190,82,92.6829268293,0
400004,71,10.4105571848,25,0.8975,1600,682,89.5894428152,46
400005,55,11.0220440882,19,0.911636045494,1143,499,88.9779559118,36
400378,182,19.2389006342,57,0.83744948361,2227,946,80.7610993658,125
